Version,2.0.0,,,,,,,
lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
fra,custodyCont,ID de contact du gardien,Un identifiant unique pour les gardiens de données.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,custodyID,Responsable des données,Le gestionnaire des données d'une base de données.,Utilisez Organisation pour décrire les coordonnées et autres détails du dépositaire des données.,2.0.0,2.0.0,added in V2.0; github issue #205,
fra,d377y,d377y cible du gène variante delta,Gène cible d377y de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,d3g,d3g cible du gène variante omicron,Gène cible d3g de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,d63g,d63g cible du gène variante delta,Gène cible d63g de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,d796y,d796y cible du gène variante omicron,Gène cible d796y de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,d950n,d950n cible du gène variante delta,Gène cible d950n de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,daiCo,Compte quotidien,Unités pour décrire une mesure de population d'un compte quotidien de nouveaux cas d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
fra,datasetDate,Date de création du fichier de données,Spécifie la date de création d'un ensemble de données donné.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,datasetID,Nom de l'ensemble de données,"Le nom de l'ensemble de données qui stocke les informations pour MeasureReport, SampleReport et d'autres tables de rapport.","Dans la mesure du possible, le nom de l'identifiant de l'ensemble de données doit correspondre au dépositaire des données d'origine responsable de la production des données environnementales. (suggestion d'une convention de nom par défaut).",2.0.0,2.0.0,added in V2.0; github issue #205,
fra,datasets,Table de sources de données,Une table de rapport pour capturer les détails sur l'ensemble de données parentales et les dépositaires de données. Fournir une attribution pour les collecteurs de données.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,datasetsOrder,L’ordre des colonnes de la table d'ensemles de données,Indique l’ordre des colonnes dans une table d'ensembles de données.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,datasetsRequired,Exigences de la table d'ensembles de données,Indique les colonnes requises dans une table d'ensembles de mesure.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,dataTypes,Type de données,Le type de données pour une partie.,"Les types de données utilisés dans l'ODM comprennent : varchar, booleen, float, category, date, time, datetime, url, email. dataType correspond à l'entrée ou à la cellule dans une table de données, le plus souvent dans une table de rapport. Si l'entrée de données a une unité, alors le type de données correspond à l'unité et le type de données fait référence à 'unité'. Si l'entrée de données est une catégorie, alors le dataType fait référence à 'category'. Toutes les catégories sont de type varchar. Sinon, le type de données est identifié dans l'entrée de la pièce. TBA : type de données pour le dictionnaire.",2.0.0,2.0.0,added in V2.0.0,
fra,date,Date,Date à laquelle la méthode d'analyse (ou une nouvelle version d'une méthode existante) a été crée.,NA,1.0.0,2.0.0,"depreciate, update in line with Github Issue #211",
fra,datetime,Type de données date-heure,Le type de données pour les données de date et d'heure.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0.0,2.0.0,added in V2.0.0,
fra,days,Jours,Unité permettant d'indiquer une durée en jours.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,ddcovE,ddcov_e cible du gène sars-cov-2,Gène cible ddcov E de SRAS-CoV-2,NA,2.0.0,2.0.0,added in V2.0.0,
fra,ddcovN,ddcov_n cible du gène sars-cov-2,Gène cible ddcov N  de SRAS-Co.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,death,Morts,Unités pour décrire une mesure de population des patients décédés d'une cause donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
fra,del143,143 ou 145 délétion variante omicron cible du gène,Gène cible la délétion 143 ou 145 de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,del157,157 ou 158 délétion variante delta cible du gène,Gène cible la délétion 157 ou 158 de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,del2084,2084 ou 2084 délétion cible du gène variante omicron,Gène cible la délétion 2084 ou 2084 de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,del212,212 ou 212 délétion variante omicron cible du gène,Gène cible la délétion 212 ou 212 de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,del3674,3674 ou 3676 délétion du gène variante omicron cible,Gène cible la délétion 3674 ou 3676 de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,del6970,69 ou 70 délétion variante omicron cible du gène,Gène cible la délétion 69 ou 70 de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,delta,Delta,B.1.617.2,NA,2.0.0,2.0.0,added in V2.0.0,
fra,depreciated,Déprécié,Indicateur permettant de dire qu'une pièce n'est plus utilisée actuellement dans le modèle. Voir partID = status,NA,2.0.0,2.0.0,added in V2.0.0,
fra,derived,Échantillon dérivé,Spécifie un échantillon qui est dérivé ou fabriqué à partir d'un autre échantillon ou matériau.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
fra,descr,Description,Une description détaillée sous forme d'attirbute pour décrire des résultats ou des éléments de programme.,"Une description de la partie qui sert à présenter clairement la partie à un large public, y compris le personnel technique et non technique. Une description doit permettre à toute personne qui génère des données de surveillance de l'environnement de savoir comment identifier comment enregistrer ses éléments de données dans l'ODM. partReference peut être utilisé pour décrire plus précisément une partie.",2.0.0,2.0.0,added in V2.0.0,
fra,descrChange,Description du changement,Une description des changements apportés à une partie par rapport à la version précédente.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,desk,Bureau ou comptoir,"Bureau, table, comptoir ou autre surface de travail plane.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,deso,Solides déshydratés,Solides déshydratés.,NA,1.0.0,2.0.0,NA,
fra,det,Détecté,"Copies de gène ou de variant détecté dans ""sampleGene"". 1=Detecté, 0=Non-détecté.",NA,1.1.0,2.0.0,description wording.,
fra,detailsDep,Accès aux Détailles,Indique si des informations supplémentaires sur la confidentialité de la mesure sont disponibles.,NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",
fra,development,actif,Indicateur permettant de dire qu'une pièce est en cours d'utilisation dans le modèle. Voir partID = status,NA,2.0.0,2.0.0,added in V2.0.0,
fra,dictionaryRefTableSet,Ensemble de tables de référence pour les dictionnaires,Feuilles supplémentaires pour la version Excel du dictionnaire ODM.,Les feuilles ou onglets pour le dictionnaire Excel du GDO comprennent : toutes les tables ERD (tables de recherche et tables d'entrée de données) et des tables de soutien supplémentaires.,2.0.0,2.0.0,added in V2.0.0,
fra,dictionarySupport,Fiches dictionnaires supplémentaires,Feuilles supplémentaires pour la version Excel du dictionnaire ODM.,Les feuilles ou onglets pour le dictionnaire Excel du GDO comprennent : toutes les tables ERD (tables de recherche et tables d'entrée de données) et des tables de soutien supplémentaires.,2.0.0,2.0.0,added in V2.0.0,
fra,dictSet,Type d'ensemble de dictionnaires,Ensembles utilisés pour décrire et regrouper les tables du dictionnaire.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,dilFact,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",2.0.0,2.0.0,added in V2.0.0,
fra,dillute,Dillutions ponctuelles,La concentration exacte ou les dillutions pour générer une courbe standard.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,dilution,Classe de dilution,Measures and methods relating to dilutions.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,disease,Maladie (humaine),Une maladie ou une infection chez les humains.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,dissGasUnitSet,Ensemble d’unités pour la concentration de dioxyde de carbone,Ensemble d’unités pour les mesures de la concentration de dioxyde de carbone dans l'eau ou l'atmosphère.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,doc,Profondeur de la couverture,La profondeur de lecture du séquençage.,Utilisé pour interpréter la confiance dans la présence ou la quantité d'une variable.,2.0.0,2.0.0,Issue #120,
fra,domain,ID du domaine,"Le domaine est le niveau le plus élevé de description d'une mesure. Il existe trois types de domaines : biologique ( par exemple, Covid-19), chimique (par exemple, l'azote), mesure physique (température).",NA,2.0.0,2.0.0,added in V2.0.0,
fra,domains,Domaine,"Le domaine est le niveau le plus élevé de description d'une mesure. Il existe trois types de domaines : biologique ( ex. : Covid-19), chimique (ex. : azote), mesure physique (température).",NA,2.0.0,2.0.0,added in V2.0.0,
fra,dorm,Dortoir ou bâtiment résidentiel d’un établissement d'enseignement supérieur,Dortoir ou bâtiment résidentiel d’un institut d'enseignement supérieur.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,e156g,e156g gène cible du variante delta,Gène cible e156g de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,e484a,e484a gène cible du variante omicron,Gène cible e484a de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,ecoli,Coliformes fécaux,"Concentration de bactéries transmises par les excréments fécaux des humains, du bétail et des animaux sauvages.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,education,Éducation,Une mesure ou un échantillon prélevé à des fins d'éducation ou de formation.,"Utilisez cette objectif, par exemple, lorsque vous enseignez comment utiliser le PHES-ODM.",2.0.0,2.0.0,added in V2.0.0,
fra,efficient,Efficacité,L'efficacité rapportée pour une courbe standard.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,email,Adresse courriel de contact.,Adresse courriel de contact pour le laboratoire.,NA,1.0.0,2.0.0,added in V2.0.0,
fra,ena,Association européenne des nucléotides (ENA),En-tête de l'ENA,NA,2.0.0,2.0.0,added in V2.0.0,
fra,enaNotes,Notes sur l’ENA (European Nucleotide Association),Notes sur l'ENA,NA,2.0.0,2.0.0,added in V2.0.0,
fra,envRnF,Chute de pluie,"Les précipitations, c'est-à-dire la quantité de précipitations sous forme de pluie.",NA,1.0.0,2.0.0,"description wording, structure",
fra,envSnwD,Site de second plan pour le traitement des eaux usées,"Indique une station de traitement des eaux usées où plusieurs laboratoires sont ou étaient en train de prélever des échantillons, et où des échantillons secondaires sont prélevés.",Les sites de ce type devraient idéalement être jumelés via l'ID du site parent avec les informations générales du site.,1.0.0,2.0.0,"description wording, structure",
fra,envSnwF,Chute de neige,Neige (toute précipitations sous forme solide).,NA,1.0.0,2.0.0,"description wording, structure",
fra,epiDate,Date de l'episode,"Date estimée à laquelle l'épisode de maladie s'est déclaré. Habituellement calculé en se basant sur la date des premiers symptémes, la date de test ou la date de reportage.",NA,1.0.0,2.0.0,depreciate,
fra,erdTableSet,Ensemble de tables ERD,Toutes les tables énumérées dans le diagramme des relations entre entités.,"Le modèle ODM complet est communément appelé ""tables longues"" car il stocke les données avec une mesure par ligne.",2.0.0,2.0.0,added in V2.0.0,
fra,eSarbec,Gène cible de SRAS-CoV-2 sarbecovirus-spécifique E,Gène cible E de SRAS-CoV-2 spécifique du sarbecovirus,NA,2.0.0,2.0.0,added in V2.0.0,
fra,estFreqReads,Fréquence estimée des lectures,Fréquence estimée des lectures dans un essai de séquençage,NA,2.0.0,2.0.0,added in V2.0.0,
fra,estuary,"Estuaire, étendue d'eau naturelle.","Estuaire, plan d'eau naturel.",NA,1.0.0,2.0.0,"description wording, structure",
fra,expFail,Échec de l'expérience,L'expérience PCR a échoué. Aucune valeur rapportée.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,extract4s,Méthode 4s,Extraction d'acides nucléiques réalisée par la méthode 4s.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,extraction,Méthode d'extraction de l'acide nucléique,Description de la méthode d'extraction.,Description de la méthode utilisée pour extraire l'échantillon,1.0.0,2.0.0,description wording add categories from NWSS,
fra,extractSet,Ensemble de catégories d'extraction d'acide nucléique,Ensemble de catégories utilisé pour stocker toutes les valeurs de catégories valides pour la méthode d'extraction de l'acide nucléique.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,exvol,Volume d'extraction en mL,Volume d'extraction de l'échantillon,Taille de l'échantillon qui est analysé.,1.0.0,2.0.0,description wording and unit set,
fra,faeces,Matière fécale,Matiére fécale.,NA,1.0.0,2.0.0,NA,
fra,FALSE,FAUX,Type de données booléennes = FAUX.,"Utilisez ces valeurs et leur ensemble pour toute mesure ou tout attribut booléen. Utilisez uniquement ""FALSE"" (sensible à la casse).",1.1.0,2.0.0,added in V2.0.0,
fra,field,Échantillon de champ,Spécifie un échantillon prélevé sur le terrain ; directement collecté dans une zone pour être testé.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
fra,fieldReplicate,Réplique du champ,Un échantillon divisé en deux ou plusieurs parties homogènes.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
fra,fileLocation,fichier,Fichier représentant la géométrie du polygone (blob).,NA,1.0.0,2.0.0,"partID chaned to ""fileLoaction"" specifying where the file is, not the whole file itself.",
fra,filt,Filtration,Décrit la séparation solide d'un échantillon d'eau usée par filtration. On procède ensuite à la concentration ou à l'analyse du filtrat liquide.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,fiNa,Première nation,"Utilisé pour catégoriser un bassin d'échantillonnage qui est une Première nation, ou sur des réserves.","Probablement pour un usage interne uniquement, les données indigènes ne peuvent et ne doivent pas être partagées sans le consentement explicite de la nation en question.",2.0.0,2.0.0,added in V2.0.0,
fra,firstName,Prénom du contact,Spécifie le prénom d'un contact donné.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,firstReleased,Première diffusion,La version de l'ODM dans laquelle une partie a été publiée pour la première fois.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,fK,Clé étrangère,Clé étrangère pour une table.,NA,2.0.0,2.0.0,added in V2.0.0,
