"","partID","partLabel","partType","shortName","partDesc","partInstr","domainID","specimenSet","compSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesOrder","translations","translationsOrder","parts","sets","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","NCBI","PHAGE","version1Table","version1Location","version1Table2","version1Variable","version1CatSetegory","version1to2Changes"
"375","measuresOrder","Measures table column order","tableSupport","NA","Specifies the order of the columns in a Measures table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","1","NA","NA","NA","L’ordre des colonnes de la Table de mesures","Indique l’ordre des colonnes dans une Table de mesures.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"376","measuresRequired","Requirement","tableSupport","NA","Specifies the columns required in a Measures table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Exigences de la Table de mesures","Indique les colonnes requises dans une Table de mesures.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"377","meaureSetRepID","Report Set ID","attribute","NA","Unique identifier that links together a group of related measures.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","fK","optional","8","pK","mandatory","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FK","mandatory-if","4","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID du rapport de l'ensemble de mesures","Identifiant unique permettant de relier un groupe de mesures reliées entre elles.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","Added"
"378","med","Median","aggregation","NA","Median.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Médiane","Médiane.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure; SiteMeasure","variableCatSetegories","NA","aggregation","median","change to ag ID"
"379","menr","Normalized Arithmetic Mean","aggregation","NA","Arithmetic mean, normalized.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Moyenne arthmétique normalisée","Moyenne arithmétique normalisée.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure","variableCatSetegories","NA","aggregation","meanNr","change to ag ID"
"380","meOthDe","Other Measure Description","measure","NA","Description of other measure (measOtherDesc).","NA","naDomain","naSpecimenSet","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","Depreciated in version 2 with all ""other"" fields","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","60","Déscription d'autre mésure","Autre type de site d'échantillonnage. Ajouter une description dans la colonne ""typeOther""","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure","variables","NA","typeOther","NA","other' is depreciated"
"381","measure","Measure","partType","NA","An observation recorded from a specimen (i.e. a site, sample, person or population).","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Mesure de la composante","Une observation enregistrée à partir d'un spécimen (c'est-à-dire un site, un échantillon, une personne ou une population).","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"382","methodConc","Concentration method","method","NA","Description of the method to concentrate a wastewater sample.","Description of the method used to concentrate the sample","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","100","Méthode de concentration","Description de la méthode de concentration d'un échantillon d'eaux usées.","Description de la méthode utilisée pour concentrer l'échantillon","concentration_method","NA","NA","NA","NA","Ct # [number]","INDIVIDUAL CONCENTRATION","Virus Concentration Method","Lab Methods","NA","NA","AssayMethod","variables","NA","methodConc","NA","deprecated to 'value' in MethodReport, or to MethodIDs?"
"383","methodConcCatSet","Concentration method category set","catSet","NA","CatSeteogry set for concentration methods.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de catégories de méthodes de concentration","Ensemble de catégories pour les méthodes de concentration.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"384","methodID","Method","attribute","NA","A procedure for collecting a sample or performing a measure.","dxc","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","fK","mandatoryIf","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","10","ID de la méthode","Identifiant unique pour la méthode d'analyse.","NA","NA","NA","NA","NA","NA","Method used for sample preparation","SAMPLE PREPARATION","Lab Method ID","Lab Methods","NA","NA","AssayMethod","variables","NA","assayMethodID","NA","now methodID"
"385","mfAcidmgcl2","Membrane filtration with acidification and mgcl2","category","NA","Membrane filtration with acidification and mgcl2","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec acidification et mgcl2","Filtration membranaire avec acidification et mgcl2","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"386","mfAcidmgcl2SS","Membrane filtration with acidification and mgcl2, membrane recombined with separated solids","category","NA","Membrane filtration with acidification and mgcl2, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec acidification et mgcl2, membrane recombinée avec les solides séparés","Filtration membranaire avec acidification et mgcl2, membrane recombinée avec les solides séparés","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"387","mfMgcl2","Membrane filtration with addition of mgcl2","category","NA","Membrane filtration with addition of mgcl2","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec ajout de mgcl2","Filtration membranaire avec ajout de mgcl2","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"388","mfMgcl2SS","Membrane filtration with  mgcl2 and separated solids","category","NA","Membrane filtration with addition of mgcl2, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire avec mgcl2 et solides séparés","Filtration membranaire avec ajout de mgcl2, membrane recombinée avec les solides séparés.","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"389","mfNoAmend","Membrane filtration with no amendment","category","NA","Membrane filtration with no amendment","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire sans amendement","Filtration membranaire sans amendement","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"390","mfNoAmendSS","Membrane filtration with no amendment, membrane recombined with separated solids","category","NA","Membrane filtration with no amendment, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration membranaire sans amendement, membrane recombinée avec les solides séparés","Filtration membranaire sans amendement, membrane recombinée avec les solides séparés.","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"391","mfSampleAcid","Membrane filtration with sample acidification","category","NA","Membrane filtration with sample acidification","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration sur membrane avec acidification de l'échantillon","Filtration membranaire avec acidification de l'échantillon","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"392","mfSampleAcidSS","Membrane filtration with sample acidification, membrane recombined with separated solids","category","NA","Membrane filtration with sample acidification, membrane recombined with separated solids","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Filtration sur membrane avec acidification de l'échantillon, recombinaison de la membrane avec les solides séparés.","Filtration membranaire avec acidification de l'échantillon, recombinaison de la membrane avec les solides séparés.","NA","concentration_method","precessing method","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"393","mgd","Millions of gallons per day (MG/D)","unit","NA","A unit for measuring of design capacity for wastewater treatment plants, represented as millions of gallons per day. Also can be used to measure flow.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","linearAggrSet","NA","active","2.0","2.0","added in V2.0; github issue #123","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","0","NA","NA","NA","Millions de gallons par jour","Unité de mesure de la capacité nominale des stations d'épuration des eaux usées, représentée par des millions de gallons par jour.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"394","mgL","Milligrams per litre","unit","NA","Milligrams per litre.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","linearAggrSet","NA","active","1.1","2.0","added in V2.0","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","0","NA","NA","NA","Miligrammes par litre","Milligrammes par litre.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure","variableCatSetegories","NA","unit","mgL","now UnitID"
"395","mhv","Murine Hepatitis Virus","measure","NA","A measure for amount of murine hepatitis viurs.","NA","naDomain","naSpecimenSet","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","NA","NA","Virus de l'hépatite murine","Une mesure de la quantité de virus de l'hépatite murine.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"396","mI","Multiple issues","quality","NA","Multiple issues have arisen in the sequencing process.","When using the 'multiple issues' quality flag, please specify the issues and details in the notes section.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Problèmes multiples","De multiples problèmes sont apparus dans le processus de séquençage.","Lorsque vous utilisez l'indicateur de qualité ""problèmes multiples"", veuillez préciser les problèmes et les détails dans la section des notes.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
