"partID","partLabel","partType","shortName","partDesc","partInstr","domain","specimenSet","compartmentSet","group","class","nomenclature","ontologyRef","latExp","mmaSet","unitSet","aggregationScale","aggregationSet","qualityIndSet","missingnessSet","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesRequired","languagesOrder","translations","translationsRequired","translationsOrder","parts","partsRequired","partsOrder","sets","setsRequired","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","countries","countriesRequired","countriesOrder","zones","zonesRequired","zonesOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","nwss","nwssProcess","nwssNotes","ena","enaNotes","norman","normanNote","wSphere","wSphereNotes","ncbi","phage","version1Table","version1Location","version1Variable","version1Category","version1to2Changes"
"precipitationUnitSet","Precipitation unit set","unitSets",NA,"Unit set for percipitation measurements.",NA,"naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"precipitationUnitSet","quantAggScale","naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Unités de précipitation","Ensemble d'unités pour les mesures de précipitation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pretreat","Pretreatment","methods",NA,"Was the sample chemically treated in anyway with the addition of stabilizers or other","Pretrement method can be describe using a method. See methodID.","allDo","saSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,"booleanSet","unitlessUnitSet",NA,"naAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0",NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,1,"Alteration chimique","L'échantillon a-t-il été chimiquement altéré par un ajout de stabilisant ou autre?",NA,"pretreatment","pretreatment","Also see pretreatment_specify","pre-treatment",NA,NA,NA,NA,NA," ww_pre_treatment",NA,"Sample","variables","preTreatment",NA,"deprecated into 'Method'"
"primer","Genetic primer","methods",NA,"Method ID used for indicating the primer used for a PCR or sequencing assay.",NA,"bio","saSpecimenSet","anyCompartmentSet","measGrp","sequence","naNomenclature",NA,NA,"primerSet","unitlessUnitSet",NA,"naAggrSet","seqQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Amorce génétique","ID de la méthode utilisé pour indiquer l'amorce utilisée pour un essai de RCP ou de séquençage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"primerSet","Genetic primer set","mmaSets",NA,"The set for genetic primers used in sequencing or PCR assays.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,"primerSet","naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","naUnitSet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Ensemble de catégories d'amorces génétiques","L'ensemble des catégories pour les amorces génétiques utilisées dans les essais de séquençage ou de RCP.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"priv","Private sector","categories",NA,"The category of organization type used for private sector or non-profit groups that are not otherwise captured by the academic category.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,10,"Organisation de type de secteur privé","La catégorie de type d'organisation utilisée pour les groupes du secteur privé ou à but non lucratif qui ne sont pas autrement pris en compte par la catégorie académique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"procGrp","Processing group","groups",NA,"A group of measures/methods related to processing samples for analysis.",NA,"allDo","siSaSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet","seeUnitAggScale","naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Groupe de traitement","Un groupe de mesures/méthodes liées au traitement des échantillons pour l'analyse.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"programDescr","Program decription tables","classes",NA,"Tables used to describe surveillance and testing programs.","Program description tables record metadata on the organizations, locations, and protocols. Information include the name, location, and other contact information.These tables are usually completed once and they are updated only when contact information changes.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","programDescr","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Classe de table de description de programme","Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de description de programme.","Utilisé uniquement pour mieux spécifier l'objectif des tables de rapport, distinct des autres classes de cette façon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"promAuto","promega automated tna kit","categories",NA,"Nucleic acid extraction performed using the promega automated tna kit.",NA,"bio","saSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0, added from NWSS",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Trousse de tna automatisée de promega","Extraction d'acides nucléiques réalisée à l'aide de la trousse promega automated tna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"promHt","promega ht tna kit","categories",NA,"Nucleic acid extraction performed using the promega ht tna kit.",NA,"bio","saSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0, added from NWSS",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Trousse de ht tna automatisée de promega","Extraction d'acides nucléiques réalisée à l'aide de la trousse promega ht tna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"promManu","promega manual tna kit","categories",NA,"Nucleic acid extraction performed using the promega manual tna kit.",NA,"bio","saSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0, added from NWSS",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Trousse de tna manuelle de promega","Extraction d'acides nucléiques réalisée à l'aide de la trousse tna manuelle de promega.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"promWW","promega wastewater large volume tna capture kit","categories",NA,"Nucleic acid extraction performed using the promega wastewater large volume tna capture kit.",NA,"bio","saSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0, added from NWSS",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Trousse de capture d'adn à grand volume pour eaux usées de promega","Extraction d'acides nucléiques réalisée à l'aide de la trousse de capture d'ADN grand volume de promega wastewater.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prop","Proportion of total","units",NA,"Proportion as a precent of total.",NA,"naDomain","anySpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,"$\%$",NA,"naUnitSet","quantAggScale","linearAggrSet","genQualitySet",NA,"active","1.0.0","2.0.0","description wording.","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"float","0","100",NA,NA,"Proportion du total","Proportion exprimée en pourcentage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unit",NA,"Added"
"propV","Proportion of variant in sample","units",NA,"Proportion of a variant as percent of total variants.",NA,"bio","saSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,"$\%_{total}$",NA,"naUnitSet","quantAggScale","linearAggrSet","pcrQualitySet",NA,"active","1.1.0","2.0.0","description wording.","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"float","0","100",NA,NA,"Proportion de la/des variante(s) dans l'échantillon","Proportion du variant dans l'échantillon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WWMeasure","variableCategories","unit","propVar","Added"
"protein","Proteins class","classes",NA,"Measures and methods related to proteins.",NA,"bio","saSpecimenSet","anyCompartmentSet","naGroup","protein","naNomenclature",NA,NA,NA,"naUnitSet","seeUnitAggScale","naAggrSet","measQualitySet",NA,"development","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Classe de protéines","Spécifie une collection de mesures/méthodes sur les protéines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unit","Unit","attributes",NA,"The units of a measurement.","Different units that are used to describe measurement values. Units are combined into UnitSetIDs. Please requests new units by creating an issue in the ODM repository.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","1.0.0","2.0.0","added in V2.0.0","fK","mandatoryIf",12,NA,NA,NA,"fK","mandatory",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Unité","Identifiant unique pour les unités d'une mesure","Différentes unités qui sont utilisées pour décrire les valeurs de mesure. Les unités sont combinées en UnitSetIDs. Veuillez demander de nouvelles unités en créant un problème dans le référentiel ODM sur GitHub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ww_endog_control_1_units, ww_endog_control_2_units, ww_surv_target_1_conc_unit, ww_surv_target_2_conc_unit, ww_surv_target_1_extract_unit, ww_surv_target_2_extract_unit",NA,"WWMeasure; SiteMeasure; AssayMethod","variables","unit",NA,NA
"protocolIDContainer","Protocol ID container","attributes",NA,"Unique identifier for the protocol and the steps and other protocols that make it up.","Protocol ID Container in popuated by a protocolID (partID = protocolID)","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,"fK","mandatory",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,15,"ID du rapport de l'ensemble de protocoles","La clé composite générée en combinant l'ID de l'ensemble de protocoles et l'index de l'ensemble.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolIDObj","Protocol ID object","attributes",NA,"The object of the relationship between one protocol and another protocol or step, within a given protocol ID container.","Populate this field using Protocol ID (partID = protocolID). Together with `protocolIDSub` or `stepIDSub` and `relationshipID`, the protocol relationship is defined as: [protocolIDSubject or stepIDSubject]  [relationshipID] [protocolIDObject or stepIDObject]. Ex: stepIDSubject  precedes protocolIDObject.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,"fK","mandatoryIf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"ID d'objet de protocole","L'objet de la relation entre un protocole et un autre protocole ou une étape, dans un conteneur d'ID de protocole.","Remplissez ce champ en utilisant l'ID du protocole (partID = protocolID). Avec `protocolIDSub` ou `stepIDSub` et `relationshipID`, la relation de protocole est définie comme suit : [protocolIDSubject ou stepIDSubject] [relationshipID] [protocolIDObject ou stepIDObject]. Ex : stepIDSubject précède protocolIDObject.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolIDSub","Protocol ID subject","attributes",NA,"The subject of the relationship between one protocol and another protocol or step, within a given protocol ID container.","Populate this field using Protocol ID (partID = protocolID). Together with `protocolIDObj` or `stepIDObj` and `relationshipID` the row of `protocolRelationships` should say: [protocolIDSubject or stepIDSubject]  [relationshipID] [protocolIDObject or stepIDObject]. Ex: stepIDSubject  precedes protocolIDObject.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,"genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,"fK","mandatoryIf",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"ID de sujet de protocole","Le sujet de la relation entre un protocole et un autre protocole ou une étape, dans un conteneur d'ID de protocole.","Remplissez ce champ en utilisant l'ID du protocole (partID = protocolID). Avec `protocolIDObj` ou `stepIDObj` et `relationshipID`, la relation de protocole est définie comme suit : [protocolIDSubject ou stepIDSubject] [relationshipID] [protocolIDObject ou stepIDObject]. Ex : stepIDSubject précède protocolIDObject.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolRelationships","Protocol relationships table","tables","pr","The table that contains the organizational information and details (such as order) about a given protocol, recorded as a series of protocol steps (protocolSteps). ","Protocols are a group of related protocol steps. For example a protocol step can describe a sample concentration, extraction, inhibition or a measurement. Protocols can include both methodID (a proceedure) and measureIDs (a measure). An example of a method is centrifugation; where the centriguation rotation speed is described as a measure.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","programDescr","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Table de rapport de protocoles","La table qui contient de l'information et des détails sur une méthode donnée.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolRelationshipsOrder","Protocol relationships table column order","tableSupport",NA,"Specifies the order of the columns in the Protocol Organization table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","1",NA,NA,NA,"L’ordre des colonnes de la table d'organisation de protocoles","Indique l’ordre des colonnes dans la table d'organisation de protocoles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolRelationshipsRequired","Protocol Relationship table required headers","tableSupport",NA,"Specifies the columns required in the Protocol Organization table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Exigences de la table d'organisation de protocoles","Indique les colonnes requises dans la table d'organisation de protocoles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolRelSet","Protocol Relationships set","mmaSets",NA,"set for valid values of relationshipID in the protocolRelationships table.","Use only for protocolRelationships table relationshipID.","naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,"protocolRelSet","naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Ensemble de relations de protocole","Ensemble de catégories pour les valeurs valides de relationshipID dans la table protocolRelationships.","À n'utiliser que pour la relation ID de la table protocolRelationships table relationshipID.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocols","Protocols table","tables","pr","The table for protocols.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","programDescr","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Table de protocoles","La table qui contient les protocoles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolsOrder","Protocols table column order","tableSupport",NA,"Specifies the order of the columns in the Protocols table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","1",NA,NA,NA,"L’ordre des colonnes de la table de protocoles","Indique l’ordre des colonnes dans la table de protocoles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolsRequired","Protocols table required headers","tableSupport",NA,"Specifies the columns required in the Protocols table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Exigences de la table de protocoles","Indique les colonnes requises dans la table de protocoles.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"protocolSteps","Protocol steps table","tables","ps","The table for collecting metadata on individual steps in a protocol, methodological process, or assay.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","programDescr","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","1.0.0","2.0.0","updated from assay method into 2 tables, restructured.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Étape de protocole","La table qui contient les échantillons environnementaux.","Les méthodes sont toute procédure ou approche permettant d'effectuer un échantillon ou une mesure.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AssayMethod","Tables",NA,NA,"Added"
