Version,2.2.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
tra001547,fra,comp3,Échantillon composite de 3,Un échantillon composite composé de 3 échantillons distincts.,NA,1.0.0,2.0.0,Use grab with collection number (collectNum) = 3,
tra001548,fra,niid19,Gène ciblé niid_2019-ncov_n de SRAS-CoV-2,Gène cible niid_2019-ncov_n de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001549,fra,date,Date,Date à laquelle la méthode d'analyse (ou une nouvelle version d'une méthode existante) a été crée.,NA,1.0.0,2.0.0,"depreciate, update in line with Github Issue #211",
tra001550,fra,nSarbec,Gène cible de SRAS-CoV-2 sarbecovirus-spécifique N,Gène cible N de SRAS-CoV-2 spécifique du sarbecovirus,NA,2.0.0,2.0.0,added in V2.0.0,
tra001551,fra,oc43,coronavirus OC43,Mesure de la quantité de coronavirus OC43.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001552,fra,comp3h,Échantillon composite instantané de 3 heures,"Un échantillon composite prélevé sur 3 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA,1.0.0,2.0.0,Use grab with collection period (collectPer) = 3,
tra001553,fra,orf1a,Gène cible ORF1a de SRAS-CoV-2,Gène cible ORF1a de SRAS-CoV-2,NA,2.0.0,2.0.0,added in V2.0.0,
tra001554,fra,orf1ab,Gène cible ORF1ab de SRAS-CoV-2,Gène cible ORF1ab de SRAS-CoV-2,NA,2.0.0,2.0.0,added in V2.0.0,
tra001555,fra,orf1b,Gène cible ORF1b de SRAS-CoV-2,Gène cible ORF1b de SRAS-CoV-2,NA,2.0.0,2.0.0,added in V2.0.0,
tra001556,fra,method,ID de la méthode,Identifiant unique pour la méthode d'analyse.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001557,fra,comp8hDep,Échantillon composite instantané de 8 heures,"Un échantillon composite prélevé sur 8 heures consitué d'échantillons ponctuels collectés une fois par heure, généralement prélevé manuellement.",NA,1.0.0,2.0.0,Use grab with collection period (collectPer) = 8,
tra001558,fra,outb,Outbreak,"Mesure pour indiquer le statut de l'outbreak. Étant donné qu'en cas des outbreak, il se peut que les données complètes sur le nombre de cas ne soient pas disponibles ou complètement exactes, l'utilisation de cette mesure indique que le nombre de cas peut être approximatif.",La date de la mesure permet d'indiquer les périodes de début et de fin d'une outbreak.,2.0.0,2.0.0,added in V2.0; github issue #203,
tra001559,fra,outbreak,Classe d'épidémie,Measures and methods relating to public health outbreaks.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001560,fra,p100l,Gène cible p100l de la variante delta,Gène cible p100l de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001561,fra,p2046l,Gène cible p2046l de la variante delta,Gène cible p2046l de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001562,fra,p2287s,Gène cible p2287s de la variante delta,Gène cible p2287s de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001563,fra,p3395h,Gène cible p3395h de la variante omicron,Gène cible p3395h de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001564,fra,p681r,Gène cible p681r de la variante delta,Gène cible p681r de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001565,fra,peg,Précipitation au polyéthylèneglycol (PEG) ,Précipitation au polyéthylèneglycol (PEG) ,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
tra001566,fra,perc,Pour cent,Pourcentage.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001567,fra,flowPr,Échantillon proportionnel au flux,"Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0.0,2.0.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,
tra001568,fra,pHClass,Classe de pH,Measures and methods relating to pH.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001569,fra,phi6,Virus Pseudomonas phi6,Mesure de la quantité de virus pseudomonas phi6.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001570,fra,grb,Échantillon instantané,Un seul échantillon ponctuel représentatif.,NA,1.0.0,2.0.0,"description wording, structure",
tra001571,fra,timePr,Echantillon proportionnel au temps,"Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0.0,2.0.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,
tra001572,fra,physical,Classe physique,Spécifie une collection de mesures/méthodes liées à des propriétés physiques génériques.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001573,fra,protocolID,ID de protocoles,Un identifiant unique pour les protocoles donné.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001574,fra,popEq,Équivalents de population,"Unité de mesure de la capacité nominale des stations d'épuration des eaux usées, représentée par la quantité approximative d'eau qu'une personne normale utiliserait.",NA,1.0.0,2.0.0,"description wording, structure; github issue #123",
tra001575,fra,ppm,Parties par million,Parties par million.,NA,1.0.0,2.0.0,description wording.,
tra001576,fra,caRepDate,Date du rapport,Date à laquelle la donnée a été reportée é la santé publique. Cette mesure est communément utilisée.,NA,1.0.0,2.0.0,depreciated,
tra001577,fra,epiDate,Date de l'episode,"Date estimée à laquelle l'épisode de maladie s'est déclaré. Habituellement calculé en se basant sur la date des premiers symptémes, la date de test ou la date de reportage.",NA,1.0.0,2.0.0,depreciate,
tra001578,fra,onsDate,Date de l'apparition,Date à laquelle les premiers symptémes apparaissent. Cette donnée est souvent inconnue. La date d'épisode est alors communément utilisée.,NA,1.0.0,2.0.0,added in V2.0; depreciated,
tra001579,fra,precipation,Classe de précipitation,Spécifie une collection de mesures/méthodes liées à la précipitation.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001580,fra,percRec,Pourcentage de récupération,Pourcentage de la récupération de substitution pour un essai de contrôle de l'efficacité de la récupération.,Sert à rapporter les résultats de tout essai de contrôle de récupération.,1.0.0,2.0.0,"description wording, structure",
tra001581,fra,prop,Proportion du total,Proportion exprimée en pourcentage.,NA,1.0.0,2.0.0,description wording.,
tra001582,fra,tesDate,Date du test,Date à laquelle le test de COVID-19 a été effectué.,NA,1.0.0,2.0.0,depreciated,
tra001583,fra,puro,Virus Puro,Mesure de la quantité de virus puro.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001584,fra,stepVer,Version de l’étape du protocole,Spécifie la version de l'étape de la méthode.,Version de la méthode d'analyse. Un versionnement de type sémantique est recommandé.,1.0.0,2.0.0,"description wording, structure",
tra001585,fra,ratio,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",2.0.0,2.0.0,added in V2.0.0,
tra001586,fra,recov,Patients guéris,Unités pour décrire une mesure de population de patients qui ont guéri d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
tra001587,fra,relHum,Humidité relative,"Mesure de l'humidité relative, ou de la quantité de vapeur d'eau présente dans l'air par rapport à la saturation ; fait partie d'une série de mesures météorologiques qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
tra001588,fra,resCosca,Resuspendre la collection de filtres COSCa,Extraction d'acide nucléique par remise en suspension d'un échantillon prélevé selon la méthode de la balle COSCa.,Voir partID = cosca pour plus de détails.,2.0.0,2.0.0,added in V2.0.0,
tra001589,fra,rsvGrp,Groupe du virus respiratoire syncytial,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial.,NA,2.0.0,2.1.2,added in V2.0.0,
tra001590,fra,settsol,Solides sédimentés,Quantité de solides sédimentés provenant d'un échantillon d'eaux usées.,"Il peut s'agir d'un volume ou d'un poids, voir l'unitID pour une ligne de mesure donnée pour plus de détails sur un échantillon donné.",2.0.0,2.0.0,added in V2.0.0,
tra001591,fra,summ,Résumé,Bréve description de la méthode d'analyse et de comment celle-ci différe d'autres méthodes.,NA,1.0.0,2.0.0,"description wording, structure",
tra001592,fra,skimMilkFloc,Floculation du lait écrémé,Floculation du lait écrémé,NA,2.0.0,2.0.0,added in V2.0.0,
tra001593,fra,solidSep,Séparation des solides,"Le procès utilisé pour séparer les phases solides et liquides de l'échantillon, soit avant, soit en l'absence de la méthode de concentration spécifiée dans ""methodConc"".",NA,2.0.0,2.0.0,added in V2.0.0,
tra001594,fra,specHum,Humidité specifique,"Mesure d'humidité spécifique, l'unité est le rapport entre la masse de la vapeur d'eau et la masse de l'air total.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001595,fra,speed,Classe de vitesse,Measures and methods relating to speed.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001596,fra,standardConc,Classe de concentration standard,Spécifie une collection de mesures/méthodes liées aux concentrations standard.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001597,fra,stec,Escheria coli producteur de shiga-toxine (STEC),Escheria coli producteur de shiga-toxine (STEC).,NA,2.1.0,2.1.0,added in V2.1.0,
tra001598,fra,qaqc,Méthode d'assurance-qualité,"Assurance qualité, contrôle de la qualité.",Description des mesures prises pour le contrôle de la qualité,1.0.0,2.0.0,"description wording, deprecated",
tra001599,fra,liq,Fraction liquide,Fraction liquide.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001600,fra,temperature,Classe de température.,Spécifie un ensemble de mesures/méthodes liées à la température.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001601,fra,tempVol,Volume de la matrice d'acide nucléique,Le volume de la matrice d'ADN ou d'ARN utilisée pour la PCR. ,NA,2.0.0,2.0.0,added in V2.0.0,
tra001602,fra,mix,Échantillon mélangé/homogénéisé,échantillon homogénéisé/mélangé.,NA,1.0.0,2.0.0,added in V2.0.0,
tra001603,fra,time,Classe temporelle,Measures and methods relating to time.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001604,fra,tkn,Azote total Kjeldahl,"Mesure de l'azote total de Kjeldahl, c'est-à-dire la somme de l'azote lié aux substances organiques, de l'azote sous forme d'ammoniac (NH3-N) et d'ammonium (NH4+-N) dans l'analyse chimique du sol, de l'eau ou des eaux usées.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001605,fra,sol,Fraction solide,Fraction solide.,NA,1.0.0,2.0.0,"description wording, structure",
tra001606,fra,covE,SARS-CoV-2-E,Région génique E du SRAS-CoV-2,NA,1.0.0,2.0.0,"description wording, structure",
tra001607,fra,mspsDep,Échantillon passif avec écouvillon de Moore,Un échantillon passif collecté par la méthode de Moore.,NA,1.0.0,2.0.0,"added in V2.0, depreciated after",
tra001608,fra,otco,Autre collection,"Autre méthode de collecte. Ajouter une description dans la colonne ""descriptionOther""",NA,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
tra001609,fra,comp3dep,Échantillon composite instantané de 3,"Pour une boule COSCA ou un écouvillon Moore collecté pendant 24 heures, la valeur indiquée serait 1,24"".","Déclassé dans la version 2, veuillez ne pas l'utiliser.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
tra001610,fra,turbidity,Classe de turbidité,Measures and methods relating to water and wastewater turbidity.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001611,fra,tWeighE,Poids du tube plein,Le poids du tube utilisé pour l'analyse lorsqu'il est vide.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001612,fra,tWeighF,Poids du tube vide,Le poids du tube utilisé pour l'analyse lorsqu'il est plein d'analyte.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001613,fra,unitless,Mesure sans unité,"Une unité pour les mesures sans unité, comme le pH.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001614,fra,untracent,Ultracentrifugation,Ultracentrifugation,NA,2.0.0,2.0.0,added in V2.0.0,
tra001615,fra,upstream,Sites en amont,Type de site général pour les sites d'échantillonnage des eaux usées en amont.,"CatSetégorie fourre-tout pour les sites d'échantillonnage des eaux usées en amont, y compris les grandes canalisations d'égout et les stations de pompage.",1.1.0,2.0.0,description wording.,
tra001616,fra,vanc,Résistance à la vancomycine,Bactéries résistantes à la vancomycine.,NA,2.1.0,2.1.0,added in V2.1.0,
tra001617,fra,variant,Classe des variants,Spécifie une collection de mesures/méthodes liées aux variantes d'un agent pathogène.,NA,2.0.0,2.0.0,"added in V2.0.0, github issue #144",
tra001618,fra,vax1plus,Population avec 1 dose de vaccin,Une mesure de la population ayant reçu une seule dose de vaccin.,NA,2.0.0,2.0.0,now a unit for any group or biologic infection,
tra001619,fra,vax2plus,Population ayant reçu 2 doses de vaccin,Population ayant reçu 2 doses de vaccin,NA,2.0.0,2.0.0,now a unit for any group or biologic infection,
tra001620,fra,virusMisc,Groupe des virus divers,Un groupe de mesures/méthodes relatives à divers virus.,"Les virus divers sont souvent mesurés à des fins de normalisation ou de standardisation et n'ont qu'une seule mesure ou méthode. Lorsqu'un virus possède plusieurs mesures, il se verra attribuer son propre groupID dans les versions actualisées du dictionnaire.",1.0.0,2.2.0,Depreciated in V2.0.0,
tra001621,fra,volPr,Échantillon proportionnel au volume,Un échantillon proportionnel au volume généralement collecté par un passeur d'échantillons.,Utilisé pour l'analyse de l'eau ou de l'air,2.0.0,2.0.0,added in V2.0.0,
tra001622,fra,volumeUnitSet,Ensemble d'unités de volume,Ensemble d'unités pour les mesures de volume.,NA,1.0.0,2.0.0,"description wording, structure",
tra001623,fra,comp3hdep,Échantillon composite instantané de 3 heures,"Un composite de 3 heures avec 3 échantillons instantanés prélevés chacun une fois par heure, généralement réalisé manuellement.","Déprécié dans la version 2, ne pas utiliser.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
tra001624,fra,vssIg,Matières en suspension volatiles - Allumage,"Une mesure de la qualité de l'eau, obtenue par la perte au feu de la masse des solides totaux en suspension mesurés. Cette ignition a généralement lieu dans un four à une température de 550 °C à 600 °C. Elle représente la quantité de matières volatiles présentes dans la fraction solide de la solution mesurée.",NA,2.0.0,2.0.0,added in V2.0.0,
tra001625,fra,waterCompartmentSet,Ensemble de compartiments d’eau,Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment eau.,NA,1.0.0,2.0.0,"description wording, structure",
tra001626,fra,watTemp,Température des eaux usées,Une mesure de la météo saisie par des catégories qualitatives ; fait partie d'une série plus large de mesures de la météo qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.,NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
tra001627,fra,inhibMeth,Méthode d'inhibition,Description de la méthode utilisée pour évaluer l'inhibition moléculaire.,Description des paramètres d'inhibition.,1.0.0,2.0.0,structure change,
tra001628,fra,weather,Météo,Measures and methods relating to weather.,NA,2.0.0,2.0.0,added in V2.0.0,
tra001629,fra,comp8h,Échantillon composite de 8 heures,"Une échantillon composite de 8 heures avec 8 échantillons instantanés prélevés chacun une fois par heure, généralement effectué manuellement.","Déprécié dans la version 2, ne pas utiliser.",1.0.0,2.0.0,"depreciated, ""default"" entries are no longer in use.",
tra001630,fra,wwtpBack,Capacité nominale de la station d'épuration des eaux usées,"Mesure de la capacité nominale d'une station d'épuration des eaux usées, c'est-à-dire de la quantité d'eau qu'elle est censée pouvoir contenir et traiter.",Correspond à des unités de millions de gallons par jour ou à des équivalents de population.,2.0.0,2.0.0,"added in V2.0.0, github issue #123",
tra001631,fra,flow24hDep,Echantillon de 24 heures à flux proportionnel,"Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0.0,2.0.0,depreciated,
tra001632,fra,repGrab,Échantillon instantané représentatif,Un seul grand échantillon instantané représentatif.,"Déprécié dans la version 2, ne pas utiliser.",1.0.0,2.0.0,depreciated,
tra001633,fra,slod,Sample Limit of Detection (LOD),"Le niveau minimum d'une cible dans un échantillon qui serait détectable de façon constante en tenant compte de toutes les étapes de traitement de l'échantillon, depuis la concentration de l'échantillon jusqu'aux étapes d'amplification et de quantification de la RT-qPCR, y compris ces dernières. Dans ce protocole, la SLOD est la ALOD ajustée au facteur de concentration, qui fournit une estimation théorique de la concentration minimale dans l'échantillon original qui permettrait une détection constante de la cible, en supposant qu'il n'y ait pas de perte de méthode.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001634,fra,alod,Assay Limit of Detection (LOD),"Le niveau minimum d'une cible détectable de manière cohérente (par exemple, avec une probabilité de 95 %) en utilisant l'essai en tenant compte uniquement des étapes d'amplification et de quantification de la RT-qPCR.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001635,fra,mlod,Method Limit of Detection (LOD),"Le niveau minimum d'une cible nécessaire pour sa détection cohérente en tenant compte de toutes les étapes de traitement de l'échantillon comme dans la définition de la
MLOD), mais en tenant compte des biais attribuables aux pertes de méthode. Le MLOD est déterminé expérimentalement à l'aide d'une approche de test rigoureuse et itérative et il est sensible au substitut de récupération utilisé et à la matrice d'échantillon rencontrée.",NA,2.2.0,2.2.0,added in V2.2.0,
tra001636,fra,rsvMe,Groupe du virus respiratoire syncytial,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial.,NA,2.0.0,2.1.2,added in V2.0.0,
