langID,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes,
eng,flow24h,Echantillon de 24 heures à flux proportionnel,"Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0,2.0,depreciated,,
eng,flowClass,Classe d'écoulement,Spécifie une collection de mesures/méthodes liées à l'écoulement.,NA,2.0,2.0,added in V2.0,,
eng,flowPr,Échantillon proportionnel au flux,"Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0,2.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,,
eng,floRate,Débit,Débit d'eau usée.,NA,1.0,2.0,"description wording, structure",,
eng,flowUnitSet,Ensemble d'unités de débit volumique,Ensemble d'unités pour les mesures de débit volumique.,NA,2.0,2.0,added in V2.0,,
eng,flowVol,Volume du débit,Volume de l'influent.,NA,2.0,2.0,added in V2.0,,
eng,flu,Groupe du virus de la grippe,Indique un groupe de mesures/méthodes liées aux virus de la grippe.,NA,2.0,2.0,added in V2.0,,
eng,fluiDpcr,RCP digitale de fluidigm,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de FluidIGM.,NA,2.0,2.0,added in V2.0,,
eng,foggy,Brouillard,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de brouillard ou de brume.",NA,2.0,2.0,added in V2.0,,
eng,originCatSet,CatSetégorie d'origine de l'échantillon,L'ensemble de catégories pour l'origine de l'échantillon.,NA,2.0,2.0,added in V2.0,,
eng,reportDate,Date du rapport de mesure,La date à laquelle une mesure a été rapportée publiquement ou aux autorités sanitaires/système de surveillance.,NA,1.0,2.0,"description wording, structure",,
eng,frna,Bactériophages à ARN F-spécifiques,Une mesure de la quantité de bactériophages à ARN F-spécifiques.,NA,2.0,2.0,added in V2.0,,
eng,frnaG2,"Bactériophages à ARN F-spécifiques, G2",Une mesure de la quantité de bactériophages à ARN F-Spécifique G2.,NA,2.0,2.0,added in V2.0,,
eng,frozen,Échantillon congelé,L'échantillon a été congelé avant l'analyse ou le traitement,NA,2.0,2.0,added in V2.0,,
eng,fst,"Temprature à laquelle l'échantillon était stocké pendant l'échantillonnage. Ce champ est principalement pertinent pour les échantillons composites, qui peuvent étre stockées é température ambiante ou réfrigérés durant l'échantillonnage.","Température à laquelle l'échantillon est stocké pendant qu'il est échantillonné. Ce champ est principalement pertinent pour les échantillons composites qui sont soit conservés à température ambiante, soit réfrigérés pendant l'échantillonnage.",NA,1.0,2.0,NA,,
eng,name,Nom,"Nom d'un domaine, d'un spécimen, d'un groupe, d'une classe, d'un attribut, d'une unité, d'une nomenclature ou d'une autre entité.","Nom d'une entité. Utilisez un préfixe pour distinguer les noms des différentes tables de rapport. Voir la liste des noms entièrement spécifiés (FSN). Par exemple : Si-name = nom du site, Po-name = nom du polygone, Or-name = nom de l'organisation, Me-name = nom de la méthode.",2.0,2.0,added in V2.0,,
eng,g215c,g215c gène cible de la variante delta,Gène cible g215c de la variante delta.,NA,2.0,2.0,added in V2.0,,
eng,g339d,g339d gène cible de la variante omicron,Gène cible g339d de la variante omicron.,NA,2.0,2.0,added in V2.0,,
eng,g496s,g496s gène cible de la variante omicron,Gène cible g496s de la variante omicron.,NA,2.0,2.0,added in V2.0,,
eng,g662s,g662s gène cible de la variante delta,Gène cible g662s de la variante delta.,NA,2.0,2.0,added in V2.0,,
eng,gam,Gamma,P.1,NA,2.0,2.0,added in V2.0,,
eng,gcCrA,Copies de gènes par copie de crAssphage,Copies de gène ou de variant par copie de CrAssphage.,NA,1.0,2.0,description wording.,,
eng,gcD100,"Copies de gènes par jour pour 100,000","L'unité pour les mesures qui représente le nombre de copies de gènes par jour pour 100,000 personnes dans la population.",NA,2.0,2.0,added in V2.0,,
eng,gcGs,Copies de gènes par gramme de solide,Copies de gène ou de variant par gramme de solides.,NA,1.0,2.0,description wording.,,
eng,gcL,Copies de gènes par L,Copies de gène ou de variant par litre.,NA,1.0,2.0,description wording.,,
eng,gcMl,Copies de gènes par mL,Copies de gène ou de variant par millilitre.,NA,1.0,2.0,description wording.,,
eng,gcPpmov,Copies de gènes par copie de PMMoV,Copies de gène ou de variant par copie de PMMoV.,NA,1.0,2.0,description wording.,,
eng,geneticUnitSet,Ensemble d'unités de génétique,Ensemble d'unités pour les mesures liées à la génétique.,NA,2.0,2.0,added in V2.0,,
eng,genQualitySet,Ensemble générique des indices de qualité,Un ensemble de qualité pour les indicateurs permettant de savoir si une mesure générique ou un échantillon donné pose un problème de qualité.,"1 = problème de qualité, 0 = pas de problème de qualité.",1.0,2.0,"description wording, structure",,
eng,dorm,Dortoir ou bâtiment résidentiel d’un établissement d'enseignement supérieur,Dortoir ou bâtiment résidentiel d’un institut d'enseignement supérieur.,NA,2.0,2.0,added in V2.0,,
eng,license,Licence,La permis d'un ensemble de données.,NA,2.0,2.0,added in V2.0,,
eng,model,Modèle,Numéro de modéle et/ou de version de l'instrument de mesure.,NA,1.0,2.0,added in V2.0,,
eng,stateProvReg,"État, province ou région","L'état, la province ou la région où se trouve un site ou une organisation ; partie de l'adresse.",NA,1.0,2.0,"description wording, structure",,
eng,outbreakCatSet,Ensemble de catégories de outbreak,Ensemble de catégories pour les valeurs valides de la mesure d’un outbreak.,NA,2.0,2.0,added in V2.0,,
eng,descr,Description,Une description détaillée sous forme d'attirbute pour décrire des résultats ou des éléments de programme.,"Une description de la partie qui sert à présenter clairement la partie à un large public, y compris le personnel technique et non technique. Une description doit permettre à toute personne qui génère des données de surveillance de l'environnement de savoir comment identifier comment enregistrer ses éléments de données dans l'ODM. partReference peut être utilisé pour décrire plus précisément une partie.",2.0,2.0,added in V2.0,,
eng,gm3,Gramme par mètre cube,Gramme par mètre cube.,NA,2.0,2.0,added in V2.0,,
eng,gmn,Moyenne géométrique,Moyenne géométrique.,NA,1.0,2.0,NA,,
eng,govt,Organisation de type d'agence gouvernementale,"La catégorie de type d'organisation utilisée pour les agences gouvernementales, les programmes ou les organismes d'État.",NA,2.0,2.0,added in V2.0,,
eng,graSet,Décantation par gravité,"Décrit la séparation solide d'un échantillon d'eau usée, où l'on laisse le matériau de l'échantillon se déposer par gravité, puis on le sépare.",NA,2.0,2.0,added in V2.0,,
eng,grb,Échantillon instantané,Un seul échantillon ponctuel représentatif.,NA,1.0,2.0,"description wording, structure",,
eng,group,Groupe catégorie,Une collection de mesures liées.,Voir partID = groupID.,2.0,2.0,added in V2.0,,
eng,contactsOrder,Ordre des colonnes du tableau des contacts,Spécifie l'ordre des colonnes dans un tableau Contacts.,NA,2.0,2.0,added in V2.0,,
eng,pcrCatSet,Ensemble de catégories de méthodes d'RCP,L'ensemble de catégories contenant toutes les méthodes valides pour le RCP methodID.,NA,2.0,2.0,added in version 2,,
eng,header,En-tête,"En-tête d'une table. Également connu sous le nom de variable de table ou ""d'attribut"" de relation d'entité.",L'en-tête est la ligne supérieure ou le nom de la variable dans une table.,2.0,2.0,added in V2.0,,
eng,pHDept,Département ou région de santé publique,Le département ou la région de santé publique où se trouve le site ou l'institut. Voir également `healthRegion` s'il existe une autorité régionale de prestation de soins de santé distincte.,NA,1.1,2.0,"description wording, structure",,
eng,heatInacSARS,Cible de virus SRAS-CoV-2 inactivé par la chaleur,Le virus SARS-CoV-2 inactivé par la chaleur est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0,2.0,added in V2.0,,
eng,hepGRna,rna blindé de l'hep g,Mesure de la quantité d'ARN blindé de l'hépatite G.,NA,2.0,2.0,added in V2.0,,
eng,hepGRnaMat,Cible de rna blindé hep g,L'ARN blindé de l'hépatite G est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0,2.0,added in V2.0,,
eng,hlthReg,Région de santé du réseau d'égout,Région de santé desservie par le réseau d'égout.,NA,1.0,2.0,Name Change (from Polygon Type),,
eng,hma,Mesuré à la main,Mesure é l'aide d'un capteur manuel.,NA,1.0,2.0,"description wording, structure",,
eng,hollowFiberUF,Ultrafiltration par fibres creuses,Ultrafiltration par fibres creuses en cul-de-sac,NA,2.0,2.0,added in V2.0,,
eng,hosa,Admissions à l'hôpital,Nombre d'admissions ou nombre de patients admis à l'hôpital.,NA,1.0,2.0,now a unit for any group or biologic infection,,
eng,hosc,Recensement des hôpitaux,Rencensement des patients admis à un hôpital avec la COVID-19.,NA,1.0,2.0,now a unit for any group or biologic infection,,
eng,estuary,"Estuaire, étendue d'eau naturelle.","Estuaire, plan d'eau naturel.",NA,1.0,2.0,"description wording, structure",,
eng,hoTaWa,Eaux usées des réservoirs de stockage,"Eaux usées provenant d'un réservoir de retenue, par exemple d'un avion ou d'un bateau.","Déprécié dans la version 2, ne pas utiliser. Duplicate des catégories sampleMat - référez-vous à celles-ci.",1.0,2.0,depreciated,,
eng,htSam,Eaux usées des réservoirs de stockage,"Wastewater sampled from a holding tank, such as from an airplane or ship",NA,2.0,2.0,NA,,
eng,FiNa,Première nation,"Utilisé pour catégoriser un bassin d'échantillonnage qui est une Première nation, ou sur des réserves.","Probablement pour un usage interne uniquement, les données indigènes ne peuvent et ne doivent pas être partagées sans le consentement explicite de la nation en question.",2.0,2.0,added in V2.0,,
eng,popDateTypeCatSet,Ensemble de catégories de date de déclaration de cas,Ensemble de catégories pour la date de déclaration du cas.,NA,1.0,2.0,added in version 2;depreciated,,
eng,humClass,Classe d'humidité,Spécifie une collection de mesures/méthodes liées à l'humidité.,NA,2.0,2.0,added in V2.0,,
eng,i1566v,i1566v cible de gène de la variante omicron,Gène cible i1566v de la variante omicron.,NA,2.0,2.0,added in V2.0,,
eng,i3758v,i3758v cible de gène de la variante omicron,Gène cible i3758v de la variante omicron.,NA,2.0,2.0,added in V2.0,,
eng,i82t,i82t cible de gène de la variante delta,Gène cible i82t de la variante delta.,NA,2.0,2.0,added in V2.0,,
eng,ICD,Classification internationale des maladies,Système de classification des maladies chez les humains.,NA,2.0,2.0,added in V2.0,,
eng,icu,Patients des unités de soins intensifs,Unités pour décrire une mesure de population des patients qui sont en soins intensifs pour une cause donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0,2.0,added in V2.0,,
eng,fractionID,Fraction analyzé,Fraction de l'échantillon qui est analysée.,NA,1.0,2.0,"description wording, structure",,
eng,inhibMe,Mesure d'inhibition,Paramètre permettant de signaler si une inhibition a été détectée ou non dans l'échantillon.,Mesure binaire - détecté ou non.,1.1,2.0,structure change,,
eng,inhibMeth,Méthode d'inhibition,Description de la méthode utilisée pour évaluer l'inhibition moléculaire.,Description des paramètres d'inhibition.,1.0,2.0,structure change,,
eng,innovaprepUF,Ultrafiltration Innovaprep,Ultrafiltration Innovaprep,NA,2.0,2.0,added in V2.0,,
eng,input,Entrée,Entrée pour une table. Indique une mesure ou une méthode autorisée dans une table d'entrée.,"`input` est utilisé pour indiquer une mesure ou une méthode autorisée pour une table MeasureReport ou MethodReport. Par exemple, covN1 est une mesure spécifique qui peut être saisie dans le champ measureID. Par conséquent, covN1 a la valeur ""input"" dans la colonne ReportTable de la liste des pièces. Les utilisateurs d'ODM peuvent générer leur propre modèle personnalisé en modifiant la valeur ""input"" pour les seules mesures ou méthodes applicables à leur programme.",2.0,2.0,added in V2.0,,
eng,contactsRequired,Exigences relatives au tableau des contacts,Spécifie les colonnes requises dans un tableau de contacts.,NA,2.0,2.0,added in V2.0,,
eng,datasets,Table de sources de données,Une table de rapport pour capturer les détails sur l'ensemble de données parentales et les dépositaires de données. Fournir une attribution pour les collecteurs de données.,NA,2.0,2.0,added in V2.0,,
eng,instrumentTypeOther,Autre instrument,"Autre type de site. Ajouter une description dans ""typeOther"".",NA,1.0,2.0,"description wording, structure",,
eng,polyPop,Population du polygone,"Un attribut d'un polygone, qui spécifie la population de ce polygone. Une estimation approximative du nombre de résidents humains.",NA,2.0,2.0,added in version 2,,
eng,purposeCatSet,Ensemble de catégories d'objet d'échantillon ou de mesure,Ensemble de catégories pour le but de l'échantillon ou de la mesure.,NA,2.0,2.0,added in version 2,,
eng,healthReg,Région de planification de la santé,L'autorité de planification de la santé où se trouve le site ou l'institut. Voir aussi `publicHealthDepartment`.,NA,1.1,2.0,"description wording, structure",,
eng,integer,Type de données Entier,Le type de données pour les entiers.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in V2.0,,
eng,inter,Interception,Valeur d'interception de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",2.0,2.0,added in V2.0,,
eng,ip2ip4,Cible génétique combinée ip2 et ip4 sars-cov-2,Gène cible combiné ip2 et ip4 de SRAS-CoV-2.,NA,2.0,2.0,added in V2.0,,
eng,ISO6391,ISO639-1,"La première partie de la série de normes internationales ISO 639 pour les codes de langue. La première partie couvre l'enregistrement des codes à deux lettres. En juin 2021, 183 codes à deux lettres étaient enregistrés. Les codes enregistrés couvrent les principales langues du monde.",Partie des metedata d'un languageID.,2.0,2.0,added in V2.0,,
eng,ISO6392B,ISO639-2B,"Ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces codes ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le “B"" spécifie le code bibliographique (code B).",Partie des metedata d’un languageID.,2.0,2.0,added in V2.0,,
eng,ISO6392T,ISO639-2T,"Un ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le ""T"" indique le code terminologique (code T).",Partie des metedata d’un languageID.,2.0,2.0,added in V2.0,,
