langID,partID,partLab,partDesc,partInstr
fr,gcCrA,Copies de gènes par copie de crAssphage,Copies de gène ou de variant par copie de CrAssphage.,NA
fr,gcD100,"Copies de gènes par jour pour 100,000","L'unité pour les mesures qui représente le nombre de copies de gènes par jour pour 100,000 personnes dans la population.",NA
fr,gcGs,Copies de gènes par gramme de solide,Copies de gène ou de variant par gramme de solides.,NA
fr,gcL,Copies de gènes par L,Copies de gène ou de variant par litre.,NA
fr,gcMl,Copies de gènes par mL,Copies de gène ou de variant par millilitre.,NA
fr,gcPpmov,Copies de gènes par copie de PMMoV,Copies de gène ou de variant par copie de PMMoV.,NA
fr,geneticUnits,Ensemble d'unités de génétique,Ensemble d'unités pour les mesures liées à la génétique.,NA
fr,genQualitySet,Ensemble générique des indices de qualité,Un ensemble de qualité pour les indicateurs permettant de savoir si une mesure générique ou un échantillon donné pose un problème de qualité.,"1 = problème de qualité, 0 = pas de problème de qualité."
fr,geoEPSG,Coordonnées du Groupe européen d'études pétrolières,Le code EPSG unique spécifiant une zone géospatiale donnée.,NA
fr,geoLat,Latitude géographique,Position géographique du site d'échantillonnage. Latitude exprimée en coordonnées décimales (ex. 45.424721),NA
fr,geoLong,Longitude géographique,Position géographique du site d'échantillonnage. Longitude exprimée en coordonnées décimales (ex. -75.695000),NA
fr,geoType,Type de polygone,Type de polygone.,NA
fr,geoTypeCat,Ensemble de catégories géographiques,Ensemble de catégories pour les différents types de composants géographiques.,NA
fr,geoWKT,Texte de référence,Description formelle du polygone (format Well-Known-Text (wkt)),NA
fr,gm3,Gramme par mètre cube,Gramme par mètre cube.,NA
fr,gmn,Moyenne géométrique,Moyenne géométrique.,NA
fr,govt,Organisation de type d'agence gouvernementale,"La catégorie de type d'organisation utilisée pour les agences gouvernementales, les programmes ou les organismes d'État.",NA
fr,graSet,Décantation par gravité,"Décrit la séparation solide d'un échantillon d'eau usée, où l'on laisse le matériau de l'échantillon se déposer par gravité, puis on le sépare.",NA
fr,grb,Échantillon instantané,Un seul échantillon ponctuel représentatif.,NA
fr,group,Groupe catégorie,Une collection de mesures liées.,Voir partID = groupID.
fr,groupCat,Ensemble de catégories de groupes,Ensemble de catégories pour le type de groupe.,NA
fr,groupID,Groupe,Identifiant unique pour un groupe de mesures.,"Un ensemble de mesures liées. Par exemple, SARS-CoV-2 est un groupe. Au sein du groupe SARS-CoV-2, il existe des classes de mesures qui comprennent des allèles d'ARN (N1, N2, E, etc.), des mutations (E484K0), une séquence entière, des protéines virales, etc. Actuellement, les groupes ne sont utilisés que pour les mesures."
fr,h,Humaine,Une mesure ou une observation faite sur un humain.,NA
fr,header,En-tête,"En-tête d'une table. Également connu sous le nom de variable de table ou ""d'attribut"" de relation d'entité. ",L'en-tête est la ligne supérieure ou le nom de la variable dans une table.
fr,healthReg,Région de planification de la santé,L'autorité de planification de la santé où se trouve le site ou l'institut. Voir aussi `publicHealthDepartment`.,NA
fr,heatInacSARS,Cible de virus SRAS-CoV-2 inactivé par la chaleur,Le virus SARS-CoV-2 inactivé par la chaleur est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,hepGRna,rna blindé de l'hep g,Mesure de la quantité d'ARN blindé de l'hépatite G.,NA
fr,hepGRnaMat,Cible de rna blindé hep g,L'ARN blindé de l'hépatite G est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,hlthReg,Région de santé du réseau d'égout ,Région de santé desservie par le réseau d'égout.,NA
fr,hma,Mesuré à la main,Mesure é l'aide d'un capteur manuel.,NA
fr,hollowFiberUF,Ultrafiltration par fibres creuses,Ultrafiltration par fibres creuses en cul-de-sac,NA
fr,hosa,Admissions à l'hôpital,Nombre d'admissions ou nombre de patients admis à l'hôpital.,NA
fr,hosc,Recensement des hôpitaux,Rencensement des patients admis à un hôpital avec la COVID-19.,NA
fr,hosptl,Hôpital,Hépital.,NA
fr,hoTaWa,Eaux usées des réservoirs de stockage,"Eaux usées provenant d'un réservoir de retenue, par exemple d'un avion ou d'un bateau.","Déprécié dans la version 2, ne pas utiliser. Duplicate des catégories sampleMat - référez-vous à celles-ci."
fr,htSam,Eaux usées des réservoirs de stockage,"Wastewater sampled from a holding tank, such as from an airplane or ship",NA
fr,htSite,Réservoir de stockage,Bassin de stockage.,NA
fr,humanCompartment,Ensemble de compartiments d’humain.,Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment humain.,NA
fr,humClass,Classe d'humidité,Spécifie une collection de mesures/méthodes liées à l'humidité.,NA
fr,i1566v ,i1566v cible de gène de la variante omicron,Gène cible i1566v de la variante omicron.,NA
fr,i3758v ,i3758v cible de gène de la variante omicron,Gène cible i3758v de la variante omicron.,NA
fr,i82t,i82t cible de gène de la variante delta,Gène cible i82t de la variante delta.,NA
fr,ICD,Classification internationale des maladies,Système de classification des maladies chez les humains.,NA
fr,icu,Patients des unités de soins intensifs,Unités pour décrire une mesure de population des patients qui sont en soins intensifs pour une cause donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.
fr,index,Index,Index de la mesure dans le cas oé la méme mesure a été prise en replicata.,NA
fr,inhibMes,Mesure d'inhibition,Paramètre permettant de signaler si une inhibition a été détectée ou non dans l'échantillon.,Mesure binaire - détecté ou non.
fr,inhibMeth,Méthode d'inhibition,Description de la méthode utilisée pour évaluer l'inhibition moléculaire.,Description des paramètres d'inhibition.
fr,innovaprepUF,Ultrafiltration Innovaprep,Ultrafiltration Innovaprep,NA
fr,input,Entrée,Entrée pour une table. Indique une mesure ou une méthode autorisée dans une table d'entrée. ,"`input` est utilisé pour indiquer une mesure ou une méthode autorisée pour une table MeasureReport ou MethodReport. Par exemple, covN1 est une mesure spécifique qui peut être saisie dans le champ measureID. Par conséquent, covN1 a la valeur ""input"" dans la colonne ReportTable de la liste des pièces. Les utilisateurs d'ODM peuvent générer leur propre modèle personnalisé en modifiant la valeur ""input"" pour les seules mesures ou méthodes applicables à leur programme. "
fr,dataID,Nom de l'ensemble de données,"Le nom de l'ensemble de données qui stocke les informations pour MeasureReport, SampleReport et d'autres tables de rapport.","Dans la mesure du possible, le nom de l'identifiant de l'ensemble de données doit correspondre au dépositaire des données d'origine responsable de la production des données environnementales. (suggestion d'une convention de nom par défaut)."
fr,instruments,Table d'instruments,La table qui contient de l'information sur les instruments.,adapter de la documentation de la version 1
fr,instrumentTypeOther,Autre instrument,"Autre type de site. Ajouter une description dans ""typeOther"".",NA
fr,name,Nom,"Nom d'un domaine, d'un spécimen, d'un groupe, d'une classe, d'un attribut, d'une unité, d'une nomenclature ou d'une autre entité.","Nom d'une entité. Utilisez un préfixe pour distinguer les noms des différentes tables de rapport. Voir la liste des noms entièrement spécifiés (FSN). Par exemple : Si-name = nom du site, Po-name = nom du polygone, Or-name = nom de l'organisation, Me-name = nom de la méthode. "
fr,insTypeCat,Ensemble de catégories pour les instruments.,Liste des instruments utilisés pour les mesures et les méthodes,NA
fr,model,Modèle,Numéro de modéle et/ou de version de l'instrument de mesure.,NA
fr,integer,Type de données Entier,Le type de données pour les entiers.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,inter,Interception,Valeur d'interception de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes."
fr,ip2ip4,Cible génétique combinée ip2 et ip4 sars-cov-2,Gène cible combiné ip2 et ip4 de SRAS-CoV-2.,NA
fr,ISO6391,ISO639-1,"La première partie de la série de normes internationales ISO 639 pour les codes de langue. La première partie couvre l'enregistrement des codes à deux lettres. En juin 2021, 183 codes à deux lettres étaient enregistrés. Les codes enregistrés couvrent les principales langues du monde.",Partie des metedata d'un languageID.
fr,ISO6392B,ISO639-2B,"Ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces codes ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le “B"" spécifie le code bibliographique (code B).",Partie des metedata d’un languageID.
fr,ISO6392T,ISO639-2T,"Un ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le ""T"" indique le code terminologique (code T).",Partie des metedata d’un languageID.
fr,ISO6393,ISO639-3,Un ensemble de normes internationales qui énumère les codes courts pour les noms de langues. L'ISO 639-3 étend les codes alpha-3 de l'ISO 639-2 dans le but de couvrir toutes les langues naturelles connues. ,Partie des metedata d’un languageID.
fr,ISO6396,ISO639-6,"Un ensemble de normes internationales qui énumère les codes courts pour les noms de langues. La norme ISO 639-6 s'appuie sur la norme ISO 639-3 en utilisant des codes à quatre lettres et en permettant aux utilisateurs de différencier les variantes des langues et des familles de langues, comme les versions historiques et les versions réactivées des langues.",Partie des metedata d’un languageID.
fr,j,J,Le résultat de l'analyse est inférieur à la concentration la plus faible de la courbe standard spécifique à l'expérience mais supérieur à la valeur de l'ordonnée ; la valeur rapportée est basée sur l'extrapolation de la courbe standard dans la région non linéaire.,NA
fr,k856r ,k856r cible de gène de la variante omicron,Gène cible k856r de la variante omicron.,NA
fr,kgS,Kilogrammes par seconde,Kilogrammes par seconde.,NA
fr,kl,Kilolitres,Kilolitres de volume,NA
fr,l,Litres,Litres de volume,NA
fr,l452r,l452r cible de gène de la variante delta,Gène cible l452r de la variante delta.,NA
fr,l981f ,l981f cible de gène de la variante omicron,Gène cible l981f de la variante omicron.,NA
fr,labDef,ID du laboratoire par défaut,"Identifiant de Lab utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""labID"" dans la table ""Lab""",NA
fr,labDuplicate,Duplicate de laboratoire ,Deuxième traitement (ou plus) et analyse de l'échantillon. Généralement pour des analyses de chimie générale ou de métaux.,NA
fr,labID,ID du laboratoire,Identifiant unique pour le laboratoire.,NA
fr,lagoon,Système de lagunage,Systéme de lagunage pour traitement des eaux usées.,NA
fr,lake,"Lac, plan d'eau naturel","Lac, étendue d'eau naturelle.",NA
fr,lamba,Lambda,C.37,NA
fr,langFam,Famille linguistique,Spécifie la famille linguistique à des fins de traduction et de suivi des langues.,Partie des metedata pour un languageID.
fr,langName,Nom de la langue,Spécifie le nom de la langue en caractères de l'alphabet romain à des fins de traduction et de suivi linguistique.,Partie des metedata d'un languageID.
fr,langID,ID de la langue,"Code de langue à des fins de traduction. Spécifie la langue pour chaque traduction, autre que l'anglais par défaut.",Suivez les codes ISO639-3 pour le moment.
fr,languageLUs,Table de recherche des langues,"Table de recherche pour toutes les langues, utilisée pour donner une structure à la table de traduction.",NA
fr,descr,Description,Une description détaillée sous forme d'attirbute pour décrire des résultats ou des éléments de programme.,"Une description de la partie qui sert à présenter clairement la partie à un large public, y compris le personnel technique et non technique. Une description doit permettre à toute personne qui génère des données de surveillance de l'environnement de savoir comment identifier comment enregistrer ses éléments de données dans l'ODM. partReference peut être utilisé pour décrire plus précisément une partie."
