Version,2.3.0,,,,,,,,
translationID,lang,partID,label,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
framhvSpike,fra,mhvSpike,Cible de l'hépatite murine (MHV) pour le contrôle de récupération de la matrice,Le virus de l'hépatite murine est utilisé comme cible de contrôle de l'efficacité de la récupération/dans les contrôles de récupération de la matrice.,NA,2.2.0,2.2.0,added in V2.2.0,
framI,fra,mI,Problèmes multiples,De multiples problèmes sont apparus dans le processus de séquençage. ,"Lorsque vous utilisez l'indicateur de qualité ""problèmes multiples"", veuillez préciser les problèmes et les détails dans la section des notes.",2.0.0,2.0.0,added in V2.0.0,
framid,fra,mid,Sévérité moyenne,"Un marqueur pour une gravité moyenne, où il y a quelques préoccupations.",NA,2.0.0,2.0.0,added in V2.0.0,
framinLength,fra,minLength,Longueur minimale,La longueur minimale d'une partie. ,NA,2.0.0,2.0.0,added in V2.0.0,
framinutes,fra,minutes,Minutes,Unité permettant d'indiquer une durée en minutes.,NA,2.0.0,2.0.0,added in V2.0.0,
framinVal,fra,minVal,Minimum,La valeur la plus basse dans un ensemble.,NA,1.0.0,2.0.0,added in V2.0.0,
framinValue,fra,minValue,Valeur minimale dictionnaire,La valeur minimale d'une partie.,NA,2.0.0,2.0.0,added in V2.0.0,
framiscAttr,fra,miscAttr,Groupe d'attributs divers,Un groupe d'attributs divers de type mesure.,"Il s'agit par exemple de la longitude et de la latitude, ou des coordonnées EPSG.",2.0.0,2.0.0,added in V2.0.0,
framiscMeas,fra,miscMeas,Groupe de mesures divers,Un groupe de mesures qui ne peuvent pas être classées dans une autre catégorie.,NA,2.0.0,2.0.0,added in V2.0.0,
framissingness,fra,missingness,Type de partie d'absence,Le type de partie pour les valeurs manquantes.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0.0,2.0.0,added in V2.0.0,
framissingnessSet,fra,missingnessSet,Ensembles de valeurs d'absence.,Le type de partie pour les ensembles de manques.,"Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"", et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec des ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",2.0.0,2.0.0,added in V2.0.0,
framissingnessSets,fra,missingnessSets,Ensemble de valeurs d'absence.,Ensemble de valeurs d'absence.,"Parmi les exemples d'ensembles de valeurs manquantes, on peut citer les ensembles exclusifs NR ou NA, ou les ensembles généraux polyvalents.",2.0.0,2.0.0,added in V2.0.0,
framit,fra,mit,MIT,La licence de la mesure ou de l'ensemble de données est gérée sous la licence MIT.,NA,2.2.0,2.2.0,added in V2.2.0,
framit0,fra,mit0,MIT Sans Attribution,La licence de la mesure ou de l'ensemble de données est gérée sous la licence MIT sans attribution.,NA,2.2.0,2.2.0,added in V2.2.0,
framix,fra,mix,Échantillon mélangé/homogénéisé,échantillon homogénéisé/mélangé.,NA,1.0.0,2.0.0,added in V2.0.0,
framl,fra,ml,Millilitres,Millilitres de volume.,NA,2.0.0,2.0.0,added in V2.0.0,
framld,fra,mld,Mégalitres par jour,Mégalitres par jour.,NA,2.0.0,2.0.0,added in V2.0.0,
framlod,fra,mlod,Method Limit of Detection (LOD),"Le niveau minimum d'une cible nécessaire pour sa détection cohérente en tenant compte de toutes les étapes de traitement de l'échantillon comme dans la définition de la
MLOD), mais en tenant compte des biais attribuables aux pertes de méthode. Le MLOD est déterminé expérimentalement à l'aide d'une approche de test rigoureuse et itérative et il est sensible au substitut de récupération utilisé et à la matrice d'échantillon rencontrée.",NA,2.2.0,3.0.0,changed quality indicator set from general to measure.,
framm,fra,mm,Millimètres,Partie d'unité pour l'unité SI des millimètres.,NA,1.1.0,2.0.0,added in V2.0.0,
frammaSet,fra,mmaSet,ID de l'ensemble des catégories,Un ensemble de catégories utilisées pour une méthode ou une mesure.,NA,2.0.0,2.0.0,added in V2.0.0,
frammaSets,fra,mmaSets,Type de partie de l'ensemble de catégories,Le type de partie pour les ensembles de catégories.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0.0,2.0.0,added in V2.0.0,
framodel,fra,model,Modèle,Numéro de modéle et/ou de version de l'instrument de mesure.,NA,1.0.0,2.0.0,added in V2.0.0,
framonarchRNA,fra,monarchRNA,Kit de minipréparation de l'ARN total du monarque (new england biolabs) + Kit d'élimination des inhibiteurs PCR onestep (zymo),Kit de minipréparation de l'ARN total du monarque (new england biolabs) + Kit d'élimination des inhibiteurs PCR onestep (zymo),NA,2.2.0,2.2.0,added in V2.2.0,
framonths,fra,months,Mois,Unité permettant d'indiquer une durée en mois.,NA,2.0.0,2.0.0,added in V2.0.0,
framoorSw,fra,moorSw,Échantillon passif avec écouvillon de Moore,Un échantillon passif collecté par la méthode de Moore.,NA,1.0.0,2.0.0,added in V2.0.0,
frampl20,fra,mpl20,Licence publique Mozilla 2.0,La licence de la mesure ou de l'ensemble de données est gérée sous la Mozilla Public License 2.0.,NA,2.2.0,2.2.0,added in V2.2.0,
frampox,fra,mpox,Mpox,"Le virus connu sous le nom de Mpox, précédemment connu sous le nom de Monkey Pox.",NA,2.1.0,2.1.0,added in V2.1.0,
frampoxCldIGrp,fra,mpoxCldIGrp,Groupe MPox Clade I,"Un groupe de mesures/méthodes relatives au Mpox Clade I (anciennement ""Monkey Pox"").", Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
frampoxCldIIGrp,fra,mpoxCldIIGrp,Groupe MPox Clade II,"Un groupe de mesures/méthodes relatives à Mpox Clade II (anciennement ""Monkey Pox"").",Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
frampoxGrp,fra,mpoxGrp,Groupe MPox,"Un ensemble de mesures/méthodes relatives au Mpox (anciennement ""Monkey Pox"").",Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
framps,fra,mps,Mètre pas seconde,Mètre pas seconde,NA,2.0.0,2.0.0,added in V2.0.0,
frampvGrp,fra,mpvGrp,Groupe métapneumovirus,Un groupe de mesures/méthodes relatives aux métapneumovirus.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
frampxB6R,fra,mpxB6R,Cible du gène Mpox B6R,"Cible du gène Human MPox Virus (hMPXV). Essai CDC sur le gène de la protéine de l’enveloppe, sélectif pour le MPXV.",NA,2.2.0,2.2.0,added in V2.2.0,
frampxC3L,fra,mpxC3L,Clade I Mpox C3L Gène cible,Cible du gène du clade I du virus MPox humain (hMPXV). Les amorces et la sonde C3L du hMPXV détectent les virus du clade I.,NA,2.2.0,2.2.0,added in V2.2.0,
frampxe9lNVAR,fra,mpxe9lNVAR,Mpox & Orthopox E9L-NVAR Gène cible,Cible du gène du virus MPox humain (hMPXV) pour l'ADN polymérase de l'orthopoxvirus. Le test CDC détecte tous les clades du hMPXV et les orthopoxvirus non varioliques.,NA,2.2.0,2.2.0,added in V2.2.0,
frampxe9lOPX3,fra,mpxe9lOPX3,Mpox & Orthopox E9L-OPX3 Gène cible,Cible du gène du virus MPox humain (hMPXV) utilisant le virus orthopox générique OPX3. Sensibilité plus faible pour le MPox.,NA,2.2.0,2.2.0,added in V2.2.0,
frampxF3L,fra,mpxF3L,Cible du gène F3L du clade I du Mpox,"Cible génétique du virus MPox humain (hMPXV) clade I, F3L",NA,2.3.0,2.3.0,added in V2.3.0,
frampxG2RG,fra,mpxG2RG,Mpox G2R-G Gène cible,Cible du gène du virus MPox humain (hMPXV) à l'aide des amorces et de la sonde G2R_G qui détectent toutes les souches du virus MPox.,NA,2.2.0,2.2.0,added in V2.2.0,
frampxG2RNML,fra,mpxG2RNML,Cible du gène G2R-NML du Mpox,Cible génétique du virus MPox humain (hMPXV) utilisant les amorces G2R_NML et la sonde qui détecte toutes les souches du virus MPox.,NA,2.3.0,2.3.0,added in V2.3.0,
frampxG2RWA,fra,mpxG2RWA,Clade II Mpox G2R-WA Cible génétique,"Cible du gène du Clade II du virus MPox humain (hMPXV), mesurée avec les amorces et la sonde G2R_WA pour détecter les virus du Clade II. ",NA,2.2.0,2.2.0,added in V2.2.0,
frampxGTmol,fra,mpxGTmol,Mpox GT Molecular Gene Target,Cible génique du virus MPox humain (hMPXV) - cette mesure spécifique et cette cible génique sont la propriété de GT Molecular.,NA,2.2.0,2.2.0,added in V2.2.0,
framr,fra,mr,Raccourci du tableau du rapport de mesure,Nom abrégé utilisé pour faire référence au Tableau contenant des informations et des détails sur une mesure donnée,table,2.2.2,2.2.2,added in V 2.2.2,
framrsa,fra,mrsa,Staphylococcus aureus résistant à la méthicilline (SARM),Staphylococcus aureus résistant à la méthicilline (SARM),NA,2.2.0,2.2.0,added in V2.2.0,
frams,fra,ms,Raccourci du tableau du rapport de l'ensemble de mesures,Nom abrégé utilisé pour faire référence au Tableau identifiant des ensembles de mesures.,table,2.2.2,2.2.2,added in V 2.2.2,
frams2Col,fra,ms2Col,coliphage ms2,Mesure de la quantité de coliphage ms2.,NA,2.0.0,2.0.0,added in V2.0.0,
frams2ColMat,fra,ms2ColMat,Cible de coliphage ms2,Le coliphage ms2 est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
framsd,fra,msd,Double de matrice enrichie,Des quantités connues d'un analyte ou de composés représentatifs sont ajoutées en laboratoire à une seconde aliquote de l'échantillon utilisé pour le matriçage.,NA,2.0.0,2.0.0,added in V2.0; GitHub issue #94,
framspl,fra,mspl,Licence publique de Microsoft,La licence de la mesure ou de l'ensemble de données est gérée dans le cadre de la licence publique de Microsoft.,NA,2.2.0,2.2.0,added in V2.2.0,
framspsDep,fra,mspsDep,Échantillon passif avec écouvillon de Moore,Un échantillon passif collecté par la méthode de Moore.,NA,1.0.0,2.0.0,"added in V2.0, depreciated after",
framSwrPpl,fra,mSwrPpl,Principale canalisation d'égout,Collecteur d'égouts.,NA,1.0.0,2.0.0,added in V2.0.0,
framTuberculosis,fra,mTuberculosis,Mycobacterium tuberculosis,Mycobacterium tuberculosis,NA,2.2.0,2.2.0,added in V2.2.0,
framu,fra,mu,Mu,B.1.621,NA,2.0.0,2.0.0,added in V2.0.0,
framuCo,fra,muCo,coronavirus murin,Mesure de la quantité de coronavirus murin.,NA,2.0.0,2.0.0,added in V2.0.0,
framuCoMat,fra,muCoMat,Cible du coronavirus murin,Le coronavirus murin est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
framul,fra,mul,Fraction multiple,Les fractions multiples ont été analysées séparément et regroupées après analyse.,Cet identifiant de fraction est destiné à être utilisé pour les données d'archives et ne doit pas être utilisé pour les nouvelles fractions ajoutées à l'avenir (2022). Veuillez également préciser dans la section des notes quelles fractions ont été utilisées pour les fractions multiples (ex. solide et liquide) afin d'éviter toute perte d'information.,2.0.0,2.0.0,added in V2.0.0,
framulanPSL20,fra,mulanPSL20,"Licence de logiciel permissive Mulan, version 2",La licence de la mesure ou de l'ensemble de données est gérée sous la version 2 de la Mulan Permissive Software License.,NA,2.2.0,2.2.0,added in V2.2.0,
framultiple,fra,multiple,Objectifs multiples,"Une mesure ou un échantillon prélevé à des fins multiples, qui n'est pas facile à saisir dans les autres catégories d'objectifs.",Utile pour les échantillons parentaux où divers sous-échantillons auront des objectifs différents.,2.0.0,2.0.0,added in V2.0.0,
framumps,fra,mumps,Oreillons,Oreillons,NA,2.2.0,2.2.0,added in V2.2.0,
framumpsGrp,fra,mumpsGrp,Groupe oreillons,Un groupe de mesures/méthodes relatives au virus des oreillons.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
framunicipalLevel,fra,municipalLevel,Municipalités ou communes,Municipalités ou communes,NA,2.0.0,3.0.0,"Reactivated as organization level and sector categorical inputs, rather than attributes.",
framunicp,fra,municp,Municipalité,"Une municipalité complète, c'est-à-dire une zone métropolitaine entière, soit une ville, un village, etc.",NA,2.0.0,2.0.0,added in V2.0.0,
framutation,fra,mutation,Classe de mutations,Spécifie une collection de mesures/méthodes liées aux mutations.,NA,2.0.0,2.3.0,depreciated in version 2.3.0 - collapsed into pcr or sequencing classes.,
framutationPanel,fra,mutationPanel,Panneaux de mutation,Mesures et méthodes relatives à un panel ou une liste de plus d'une mutation à partir de la même lecture de séquence.,NA,2.0.0,3.0.0,officially activate in v 3.0.0,
framycoplasmaGrp,fra,mycoplasmaGrp,Groupe Mycoplasmes,Un groupe de mesures/méthodes relatives aux bactéries mycoplasmes.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fran,fra,n,Gène ciblé N de SRAS-CoV-2,Gène cible N de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
fran1n2,fra,n1n2,Cible génique combinée N1 et N2 sars-cov-2,Gène cible combiné N1 et N2 de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
fran211i,fra,n211i,Variante Omicron mutation n211i,Variante Omicron mutation n211i,NA,2.2.0,2.2.0,added in V2.2.0,
fran679k,fra,n679k,Variante Omicron mutation n679k,Variante Omicron mutation n679k,NA,2.2.0,2.2.0,added in V2.2.0,
fran856k,fra,n856k,Variante Omicron mutation n856k,Variante Omicron mutation n856k,NA,2.2.0,2.2.0,added in V2.2.0,
fran969k,fra,n969k,Variante Omicron mutation n969k,Variante Omicron mutation n969k,NA,2.2.0,2.2.0,added in V2.2.0,
fraNA,fra,NA,Non applicable,Le champ pour lequel la valeur attendue n'est pas une propriété de l'objet décrit.,Indicateur de valeur manquante pour les données manquantes sans explication.,1.0.0,2.0.0,added in V2.0.0,
franaAggr,fra,naAggr,Agrégations non applicable,Non applicable pour les agrégations.,Utilisé pour les parties pour lesquelles une valeur d'agrégation n'est pas applicable ou appropriée.,2.0.0,2.0.0,added in V2.0.0,
franaAggrScale,fra,naAggrScale,Échelle d’agrégations non applicable,Non applicable pour les ensembles d'agrégations.,Utilisé pour les parties pour lesquelles une valeur d'échelle d'agrégation n'est pas applicable ou appropriée.,2.0.0,2.0.0,added in V2.0.0,
franaAggrSet,fra,naAggrSet,Ensemble d’agrégations non applicable,Non applicable pour les ensembles d'agrégations.,Utilisé pour les parties pour lesquelles un ensemble d'agrégations n'est pas applicable ou approprié.,2.0.0,2.0.0,added in V2.0.0,
franaClass,fra,naClass,Classe non applicable,Spécifie une classe pour les parties où une classe n'est pas applicable ou appropriée.,Utilisez ceci pour toutes les parties qui n'ont pas de classes (la plupart des parties qui ne sont pas des mesures ou des méthodes).,2.0.0,2.0.0,added in V2.0.0,
franaCompartment,fra,naCompartment,Compartiment non applicable,Compartiment non applicable.,NA,2.0.0,2.0.0,added in V2.0.0,
franaCompartmentSet,fra,naCompartmentSet,Compartiment non applicable,Compartiment non applicable.,NA,2.0.0,2.0.0,added in V2.0.0,
franaDomain,fra,naDomain,Domaine non applicable,Non applicable. ,"Utilisez ""non applicable"" lorsqu'il n'y a pas de domaine pour la partie.",2.0.0,2.0.0,added in V2.0.0,
franaGroup,fra,naGroup,Groupe non applicable,Non applicable. ,"Utilisez ""non applicable"" lorsqu'il n'y a pas de groupe pour la pièce.",2.0.0,2.0.0,added in V2.0.0,
franame,fra,name,Nom,"Nom d'un domaine, d'un spécimen, d'un groupe, d'une classe, d'un attribut, d'une unité, d'une nomenclature ou d'une autre entité.","Nom d'une entité. Utilisez un préfixe pour distinguer les noms des différentes tables de rapport. Voir la liste des noms entièrement spécifiés (FSN). Par exemple : Si-name = nom du site, Po-name = nom du polygone, Or-name = nom de l'organisation, Me-name = nom de la méthode. ",2.0.0,2.0.0,added in V2.0.0,
franameEngl,fra,nameEngl,Nom anglais du pays,Nom en anglais d'un pays donné.,"Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
